endereco_edificio;bairro_padronizado;logradouro_fmt;numero_fmt;total_transacoes;m2_privativo_medio;m2_privativo_mediana;valor_medio_corrigido;valor_min_corrigido;valor_max_corrigido;area_privativa_media;latitude;longitude
Rua Da Concordia, 233 - Santo Antonio;Santo Antonio;Rua Da Concordia;233;1;6908.09;6908.09;7250035.43;7250035.43;7250035.43;1049.5;-8.065948;-34.881216
Rua Da Concordia, 200 - Santo Antonio;Santo Antonio;Rua Da Concordia;200;1;25943.63;25943.63;2215586.21;2215586.21;2215586.21;85.4;-8.065562;-34.881614
Rua Da Concordia, 176 - Santo Antonio;Santo Antonio;Rua Da Concordia;176;1;1550.49;1550.49;1116355.72;1116355.72;1116355.72;720.0;-8.065373;-34.881559
Rua Da Concordia, 148 - Santo Antonio;Santo Antonio;Rua Da Concordia;148;1;5678.85;5678.85;22285737.79;22285737.79;22285737.79;3924.34;-8.065187;-34.881626
Rua Da Concordia, 135 - Santo Antonio;Santo Antonio;Rua Da Concordia;135;1;9849.5;9849.5;2202349.04;2202349.04;2202349.04;223.6;-8.065124;-34.881059
Rua Da Concordia, -1 - Sao Jose;Sao Jose;Rua Da Concordia;-1;1;10163.4;10163.4;4192403.81;4192403.81;4192403.81;412.5;-8.069557;-34.882444
Rua Da Conceicao, 41 - Boa Vista;Boa Vista;Rua Da Conceicao;41;1;7227.05;7227.05;636269.38;636269.38;636269.38;88.04;-8.061815;-34.886027
Rua Da Conceicao, 40 - Boa Vista;Boa Vista;Rua Da Conceicao;40;1;2986.21;2986.21;1099223.89;1099223.89;1099223.89;368.1;-8.061425;-34.885642
Rua Da Conceicao, 22 - Boa Vista;Boa Vista;Rua Da Conceicao;22;1;677.72;677.72;881713.49;881713.49;881713.49;1301.0;-8.061553;-34.885507
Rua Honorio Correia, 67 - Cordeiro;Cordeiro;Rua Honorio Correia;67;1;6853.65;6853.65;1980842.56;1980842.56;1980842.56;289.02;-8.053128;-34.920358
Rua Honorio Correia, 106 - Cordeiro;Cordeiro;Rua Honorio Correia;106;1;4377.51;4377.51;472333.38;472333.38;472333.38;107.9;-8.052499;-34.920483
Rua Holmes Fontes, 85 - Afogados;Afogados;Rua Holmes Fontes;85;1;1332.13;1332.13;239782.89;239782.89;239782.89;180.0;-8.073085;-34.914844
Rua Da Carolina, 395 - Casa Amarela;Casa Amarela;Rua Da Carolina;395;1;1797.29;1797.29;246283.28;246283.28;246283.28;137.03;-8.02293;-34.925041
Rua Da Carolina, 188 - Casa Amarela;Casa Amarela;Rua Da Carolina;188;1;2021.15;2021.15;285871.57;285871.57;285871.57;141.44;-8.023436;-34.923329
Rua Da Carolina, 125 - Casa Amarela;Casa Amarela;Rua Da Carolina;125;1;1507.0;1507.0;283406.88;283406.88;283406.88;188.06;-8.024003;-34.923043
Rua Da Carioca, 31 - Santo Antonio;Santo Antonio;Rua Da Carioca;31;1;2657.18;2657.18;1622102.92;1622102.92;1622102.92;610.46;-8.06742;-34.876445
Rua Da Carioca, 25 - Santo Antonio;Santo Antonio;Rua Da Carioca;25;1;3454.22;3454.22;2299471.19;2299471.19;2299471.19;665.7;-8.066836;-34.876671
Rua Da Carioca, 15 - Santo Antonio;Santo Antonio;Rua Da Carioca;15;1;2729.71;2729.71;646941.61;646941.61;646941.61;237.0;-8.066763;-34.87668
Rua Da Capela, 212 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Da Capela;212;1;4382.35;4382.35;815116.58;815116.58;815116.58;186.0;-8.082307;-34.94126
Rua Da Capela, 136 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Da Capela;136;1;4728.26;4728.26;382989.04;382989.04;382989.04;81.0;-8.082307;-34.94126
Rua Da Cacamba, 82 - Areias;Areias;Rua Da Cacamba;82;1;1858.77;1858.77;89221.01;89221.01;89221.01;48.0;-8.094713;-34.929417
Rua Da Boa Vontade, 151 - Tamarineira;Tamarineira;Rua Da Boa Vontade;151;1;4241.14;4241.14;339715.07;339715.07;339715.07;80.1;-8.028648;-34.901046
Rua Humberto De Campos, 233 - Estancia;Estancia;Rua Humberto De Campos;233;1;1984.78;1984.78;351306.31;351306.31;351306.31;177.0;-8.083311;-34.930337
Rua Humberto De Campos, 228 - Estancia;Estancia;Rua Humberto De Campos;228;1;1705.65;1705.65;857482.1;857482.1;857482.1;502.73;-8.083201;-34.929852
Rua Humaita, 118 - Alto Do Mandu;Alto Do Mandu;Rua Humaita;118;1;1537.4;1537.4;146975.71;146975.71;146975.71;95.6;-8.022962;-34.928933
Rua Hugo Napoleao, 154 - Varzea;Varzea;Rua Hugo Napoleao;154;1;2385.86;2385.86;96412.54;96412.54;96412.54;40.41;-8.040274;-34.95124
Rua Hortolandia, 436 - Varzea;Varzea;Rua Hortolandia;436;1;4366.54;4366.54;725543.93;725543.93;725543.93;166.16;-8.039464;-34.962055
Rua Horizonte, 46 - Boa Viagem;Boa Viagem;Rua Horizonte;46;1;3465.84;3465.84;535576.07;535576.07;535576.07;154.53;-8.135312;-34.908053
Rua Igarassu, 76 - Santana;Santana;Rua Igarassu;76;1;5385.02;5385.02;937101.73;937101.73;937101.73;174.02;-8.038396;-34.91181
Rua Ida, 470 - Macaxeira;Macaxeira;Rua Ida;470;1;2039.51;2039.51;168382.08;168382.08;168382.08;82.56;-8.013731;-34.927693
Rua Ida, 444 - Macaxeira;Macaxeira;Rua Ida;444;1;1783.23;1783.23;117265.42;117265.42;117265.42;65.76;-8.013994;-34.927761
Rua Ida, 362 - Macaxeira;Macaxeira;Rua Ida;362;1;2407.86;2407.86;186561.07;186561.07;186561.07;77.48;-8.014659;-34.927934
Rua Ida, 338 - Macaxeira;Macaxeira;Rua Ida;338;1;1992.01;1992.01;227327.79;227327.79;227327.79;114.12;-8.014856;-34.92797
Rua Ida, 145 - Macaxeira;Macaxeira;Rua Ida;145;1;2108.95;2108.95;330514.03;330514.03;330514.03;156.72;-8.016454;-34.928607
Rua Ida Maria, 189 - Macaxeira;Macaxeira;Rua Ida Maria;189;1;11232.64;11232.64;431333.43;431333.43;431333.43;38.4;-8.014655;-34.930658
Rua Ida Maria, 133 - Macaxeira;Macaxeira;Rua Ida Maria;133;1;2027.02;2027.02;461634.36;461634.36;461634.36;227.74;-8.014655;-34.930658
Rua Ibiara, 69 - Ibura;Ibura;Rua Ibiara;69;1;2484.77;2484.77;1879974.44;1879974.44;1879974.44;756.6;-8.124098;-34.927759
Rua Ibiara, 45 - Ibura;Ibura;Rua Ibiara;45;1;1671.13;1671.13;1253348.24;1253348.24;1253348.24;750.0;-8.124098;-34.927759
Rua Ibiara, 201 - Ibura;Ibura;Rua Ibiara;201;1;1952.79;1952.79;692380.41;692380.41;692380.41;354.56;-8.124098;-34.927759
Rua Ibia, 113 - Casa Amarela;Casa Amarela;Rua Ibia;113;1;1668.51;1668.51;476843.06;476843.06;476843.06;285.79;-8.02554;-34.910258
Rua Humberto De Campos, 430 - Estancia;Estancia;Rua Humberto De Campos;430;1;5290.96;5290.96;184813.21;184813.21;184813.21;34.93;-8.081517;-34.930519
Rua Humberto De Campos, 316 - Estancia;Estancia;Rua Humberto De Campos;316;1;1591.04;1591.04;159739.99;159739.99;159739.99;100.4;-8.082532;-34.930187
Rua Humberto De Campos, 297 - Estancia;Estancia;Rua Humberto De Campos;297;1;1692.39;1692.39;1264432.38;1264432.38;1264432.38;747.13;-8.082781;-34.930492
Rua Da Conceicao, 128 - Boa Vista;Boa Vista;Rua Da Conceicao;128;1;5452.48;5452.48;818963.15;818963.15;818963.15;150.2;-8.060925;-34.886223
Rua Ildefonso Lopes, 43 - Santo Amaro;Santo Amaro;Rua Ildefonso Lopes;43;1;4497.16;4497.16;913643.92;913643.92;913643.92;203.16;-8.052368;-34.888457
Rua Da Aurora, 1231 - Santo Amaro;Santo Amaro;Rua Da Aurora;1231;1;2492.56;2492.56;1951426.14;1951426.14;1951426.14;782.9;-8.053735;-34.876865
Rua Da Aurora, 1225 - Santo Amaro;Santo Amaro;Rua Da Aurora;1225;1;9875.08;9875.08;14699648.99;14699648.99;14699648.99;1488.56;-8.053725;-34.877141
Rua Da Aurora, 101 - Boa Vista;Boa Vista;Rua Da Aurora;101;1;2579.49;2579.49;2043728.39;2043728.39;2043728.39;792.3;-8.062541;-34.882377
Rua Da Barra, 13 - Cacote;Cacote;Rua Da Barra;13;1;2041.96;2041.96;167175.31;167175.31;167175.31;81.87;-8.098695;-34.931537
Rua Da Baixa Verde, 441 - Derby;Derby;Rua Da Baixa Verde;441;1;9171.7;9171.7;1564233.29;1564233.29;1564233.29;170.55;-8.055448;-34.899855
Rua Da Baixa Verde, 431 - Derby;Derby;Rua Da Baixa Verde;431;1;5481.51;5481.51;1136864.75;1136864.75;1136864.75;207.4;-8.055452;-34.899782
Rua Da Baixa Verde, 415 - Derby;Derby;Rua Da Baixa Verde;415;1;10131.14;10131.14;1227894.27;1227894.27;1227894.27;121.2;-8.054919;-34.898863
Rua Da Baixa Verde, 403 - Derby;Derby;Rua Da Baixa Verde;403;1;7129.82;7129.82;1034037.43;1034037.43;1034037.43;145.03;-8.054919;-34.898863
Rua Da Aurora, 79 - Boa Vista;Boa Vista;Rua Da Aurora;79;1;3498.52;3498.52;1575385.76;1575385.76;1575385.76;450.3;-8.062625;-34.88243
Rua Da Aurora, 1407 - Santo Amaro;Santo Amaro;Rua Da Aurora;1407;1;2953.51;2953.51;3077968.09;3077968.09;3077968.09;1042.14;-8.057413;-34.879206
Rua Ildefonso Lopes, 38 - Santo Amaro;Santo Amaro;Rua Ildefonso Lopes;38;1;3147.17;3147.17;631888.52;631888.52;631888.52;200.78;-8.052127;-34.888285
Rua Ijui, 46 - Cordeiro;Cordeiro;Rua Ijui;46;1;2427.01;2427.01;704365.83;704365.83;704365.83;290.22;-8.054116;-34.934116
Rua Iguatu, 175 - Campina Do Barreto;Campina Do Barreto;Rua Iguatu;175;1;2622.2;2622.2;241242.06;241242.06;241242.06;92.0;-8.018262;-34.884501
Rua Iguatama, 53 - Casa Amarela;Casa Amarela;Rua Iguatama;53;1;1543.09;1543.09;158105.38;158105.38;158105.38;102.46;-8.025162;-34.926085
Rua Iguaraci, 1532 - Torroes;Torroes;Rua Iguaraci;1532;1;3143.85;3143.85;314384.94;314384.94;314384.94;100.0;-8.063031;-34.933078
Rua Imperatriz Tereza Cristina, 211 - Boa Vista;Boa Vista;Rua Imperatriz Tereza Cristina;211;1;4368.07;4368.07;6022304.17;6022304.17;6022304.17;1378.71;-8.063526;-34.884509
Rua Imperatriz Tereza Cristina, 173 - Boa Vista;Boa Vista;Rua Imperatriz Tereza Cristina;173;1;3102.52;3102.52;10564624.69;10564624.69;10564624.69;3405.18;-8.063448;-34.884086
Rua Imperatriz Tereza Cristina, 17 - Boa Vista;Boa Vista;Rua Imperatriz Tereza Cristina;17;1;3022.42;3022.42;2161032.11;2161032.11;2161032.11;715.0;-8.063654;-34.882732
Rua Imperatriz Tereza Cristina, 163 - Boa Vista;Boa Vista;Rua Imperatriz Tereza Cristina;163;1;3102.52;3102.52;10564624.69;10564624.69;10564624.69;3405.18;-8.063448;-34.884086
Rua Imperador Dom Pedro Ii, 512 - Santo Antonio;Santo Antonio;Rua Imperador Dom Pedro Ii;512;1;5094.07;5094.07;2047815.6;2047815.6;2047815.6;402.0;-8.065013;-34.876932
Rua Imperador Dom Pedro Ii, 494 - Santo Antonio;Santo Antonio;Rua Imperador Dom Pedro Ii;494;1;4707.03;4707.03;11649910.95;11649910.95;11649910.95;2475.0;-8.064791;-34.877004
Rua Imperador Dom Pedro Ii, 447 - Santo Antonio;Santo Antonio;Rua Imperador Dom Pedro Ii;447;1;6600.12;6600.12;4268955.77;4268955.77;4268955.77;646.8;-8.064393;-34.876626
Rua Imperador Dom Pedro Ii, 289 - Santo Antonio;Santo Antonio;Rua Imperador Dom Pedro Ii;289;1;2892.88;2892.88;1839872.8;1839872.8;1839872.8;636.0;-8.063344;-34.876771
Rua Imperador Dom Pedro Ii, 255 - Santo Antonio;Santo Antonio;Rua Imperador Dom Pedro Ii;255;1;9373.84;9373.84;16570140.25;16570140.25;16570140.25;1767.7;-8.062699;-34.876745
Rua Imaculada, 267 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Imaculada;267;1;10188.88;10188.88;478877.41;478877.41;478877.41;47.0;-8.082307;-34.94126
Rua Ilha Do Temporal, 34 - Monteiro;Monteiro;Rua Ilha Do Temporal;34;1;4724.02;4724.02;368473.42;368473.42;368473.42;78.0;-8.028015;-34.927864
Rua Ildefonso Magno, 162 - Ipsep;Ipsep;Rua Ildefonso Magno;162;1;2284.29;2284.29;571277.48;571277.48;571277.48;250.09;-8.11243;-34.923461
Rua Ildefonso Magno, 137 - Ipsep;Ipsep;Rua Ildefonso Magno;137;1;2402.56;2402.56;385442.07;385442.07;385442.07;160.43;-8.112884;-34.923567
Rua Ildefonso Lopes, 70 - Santo Amaro;Santo Amaro;Rua Ildefonso Lopes;70;1;3736.16;3736.16;329155.54;329155.54;329155.54;88.1;-8.052026;-34.888556
Rua Ildefonso Lopes, 54 - Santo Amaro;Santo Amaro;Rua Ildefonso Lopes;54;1;3505.31;3505.31;552962.23;552962.23;552962.23;157.75;-8.052064;-34.888457
Rua Ildefonso Lopes, 52 - Santo Amaro;Santo Amaro;Rua Ildefonso Lopes;52;1;2807.71;2807.71;435868.39;435868.39;435868.39;155.24;-8.05209;-34.888387
Rua Imperial, 1639 - Sao Jose;Sao Jose;Rua Imperial;1639;1;1712.64;1712.64;162700.74;162700.74;162700.74;95.0;-8.076646;-34.895956
Rua Imperial, 1615 - Sao Jose;Sao Jose;Rua Imperial;1615;1;5566.76;5566.76;2667032.35;2667032.35;2667032.35;479.1;-8.07666;-34.895616
Rua Imperial, 1490 - Sao Jose;Sao Jose;Rua Imperial;1490;1;3772.46;3772.46;279539.09;279539.09;279539.09;74.1;-8.07581;-34.894758
Rua Imperial, 134 - Sao Jose;Sao Jose;Rua Imperial;134;1;1477.02;1477.02;394364.01;394364.01;394364.01;267.0;-8.071996;-34.882951
Rua Imperial, 1281 - Sao Jose;Sao Jose;Rua Imperial;1281;1;1271.09;1271.09;329606.72;329606.72;329606.72;259.31;-8.075642;-34.892815
Rua Da Alegria, 250 - Boa Vista;Boa Vista;Rua Da Alegria;250;1;2236.85;2236.85;452402.71;452402.71;452402.71;202.25;-8.062778;-34.887974
Rua Da Alegria, 190 - Boa Vista;Boa Vista;Rua Da Alegria;190;1;2039.68;2039.68;182102.48;182102.48;182102.48;89.28;-8.063134;-34.887496
Rua Da Alegria, 172 - Boa Vista;Boa Vista;Rua Da Alegria;172;1;2374.03;2374.03;239682.53;239682.53;239682.53;100.96;-8.063242;-34.887413
Rua Curio, 36 - Ilha Do Retiro;Ilha Do Retiro;Rua Curio;36;1;2710.51;2710.51;187811.54;187811.54;187811.54;69.29;-8.06377;-34.907152
Rua Cumari, 120 - Casa Amarela;Casa Amarela;Rua Cumari;120;1;4021.61;4021.61;180972.67;180972.67;180972.67;45.0;-8.028136;-34.914082
Rua Imperial, 1269 - Sao Jose;Sao Jose;Rua Imperial;1269;1;1393.63;1393.63;149117.98;149117.98;149117.98;107.0;-8.075584;-34.892704
Rua Imperial, 1222 - Sao Jose;Sao Jose;Rua Imperial;1222;1;1982.92;1982.92;1339008.8;1339008.8;1339008.8;675.27;-8.07504;-34.892455
Rua Imperatriz Tereza Cristina, 70 - Boa Vista;Boa Vista;Rua Imperatriz Tereza Cristina;70;1;6675.06;6675.06;4038410.94;4038410.94;4038410.94;605.0;-8.062982;-34.883024
Rua Imperatriz Tereza Cristina, 36 - Boa Vista;Boa Vista;Rua Imperatriz Tereza Cristina;36;1;2339.91;2339.91;882285.46;882285.46;882285.46;377.06;-8.063162;-34.882745
Rua Imperatriz Tereza Cristina, 27 - Boa Vista;Boa Vista;Rua Imperatriz Tereza Cristina;27;1;3755.25;3755.25;1514303.12;1514303.12;1514303.12;403.25;-8.063647;-34.882834
Rua Imperatriz Tereza Cristina, 233 - Boa Vista;Boa Vista;Rua Imperatriz Tereza Cristina;233;1;1297.25;1297.25;1616656.67;1616656.67;1616656.67;1246.22;-8.063527;-34.884721
Rua Imperial, 930 - Sao Jose;Sao Jose;Rua Imperial;930;1;3270.23;3270.23;1424186.03;1424186.03;1424186.03;435.5;-8.074118;-34.889912
Rua Imperial, 859 - Sao Jose;Sao Jose;Rua Imperial;859;1;3255.84;3255.84;1127822.72;1127822.72;1127822.72;346.4;-8.074809;-34.890827
Rua Imperial, 801 - Sao Jose;Sao Jose;Rua Imperial;801;1;1740.6;1740.6;248906.43;248906.43;248906.43;143.0;-8.074809;-34.890827
Rua Cruzeiro Do Forte, 242 - Boa Viagem;Boa Viagem;Rua Cruzeiro Do Forte;242;1;3043.9;3043.9;2011256.47;2011256.47;2011256.47;660.75;-8.137648;-34.910656
Rua Cruz E Souza, 246 - Ipsep;Ipsep;Rua Cruz E Souza;246;1;3296.88;3296.88;185614.61;185614.61;185614.61;56.3;-8.115965;-34.921521
Rua Cruzeiro Do Forte, 675 - Boa Viagem;Boa Viagem;Rua Cruzeiro Do Forte;675;1;1907.49;1907.49;2578979.8;2578979.8;2578979.8;1352.03;-8.138165;-34.909097
Rua Cruzeiro Do Forte, 322 - Boa Viagem;Boa Viagem;Rua Cruzeiro Do Forte;322;1;4327.52;4327.52;302926.31;302926.31;302926.31;70.0;-8.137361;-34.911805
Rua Cruzeiro Do Forte, 312 - Boa Viagem;Boa Viagem;Rua Cruzeiro Do Forte;312;1;3005.84;3005.84;289792.83;289792.83;289792.83;96.41;-8.137336;-34.911908
Rua Cruzeiro Do Forte, 276 - Boa Viagem;Boa Viagem;Rua Cruzeiro Do Forte;276;1;5047.4;5047.4;1431493.97;1431493.97;1431493.97;283.61;-8.137548;-34.911062
Rua Cruzeiro Do Forte, 270 - Boa Viagem;Boa Viagem;Rua Cruzeiro Do Forte;270;1;4579.5;4579.5;447371.17;447371.17;447371.17;97.69;-8.137441;-34.911485
Rua Imperial, 797 - Sao Jose;Sao Jose;Rua Imperial;797;1;3205.48;3205.48;479219.97;479219.97;479219.97;149.5;-8.074809;-34.890827
Rua Imperial, 758 - Sao Jose;Sao Jose;Rua Imperial;758;1;1750.95;1750.95;301163.89;301163.89;301163.89;172.0;-8.073742;-34.888374
Rua Imperial, 2210 - Sao Jose;Sao Jose;Rua Imperial;2210;1;999.56;999.56;231098.3;231098.3;231098.3;231.2;-8.074809;-34.890827
Rua Imperial, 185 - Sao Jose;Sao Jose;Rua Imperial;185;1;3842.24;3842.24;503717.6;503717.6;503717.6;131.1;-8.072564;-34.883206
Rua Imperial, 1721 - Sao Jose;Sao Jose;Rua Imperial;1721;1;878.4;878.4;101016.13;101016.13;101016.13;115.0;-8.076926;-34.896637
Rua Imperial, 1691 - Sao Jose;Sao Jose;Rua Imperial;1691;1;2021.2;2021.2;464876.08;464876.08;464876.08;230.0;-8.076801;-34.896398
Rua Cruz E Souza, 152 - Ipsep;Ipsep;Rua Cruz E Souza;152;1;3445.67;3445.67;193991.42;193991.42;193991.42;56.3;-8.115371;-34.922041
Rua Cruz E Souza, 151 - Ipsep;Ipsep;Rua Cruz E Souza;151;1;5406.39;5406.39;284159.74;284159.74;284159.74;52.56;-8.115125;-34.921755
Rua Cruz E Souza, 123 - Ipsep;Ipsep;Rua Cruz E Souza;123;1;4137.56;4137.56;232944.73;232944.73;232944.73;56.3;-8.114911;-34.921945
Rua Crucilandia, 65 - Afogados;Afogados;Rua Crucilandia;65;1;3888.3;3888.3;851731.17;851731.17;851731.17;219.05;-8.068737;-34.913803
Rua Crucilandia, 63 - Afogados;Afogados;Rua Crucilandia;63;1;3475.96;3475.96;695191.33;695191.33;695191.33;200.0;-8.069891;-34.913877
Rua Crucilandia, 61 - Afogados;Afogados;Rua Crucilandia;61;1;2629.89;2629.89;531079.44;531079.44;531079.44;201.94;-8.069776;-34.913883
Rua Crucilandia, 28 - Afogados;Afogados;Rua Crucilandia;28;1;4072.41;4072.41;474353.89;474353.89;474353.89;116.48;-8.069245;-34.914203
Rua Iobi, 13 - Cabanga;Cabanga;Rua Iobi;13;1;2440.95;2440.95;360771.89;360771.89;360771.89;147.8;-8.079171;-34.893676
Rua Investigador Jose De Carvalho, 107 - Casa Amarela;Casa Amarela;Rua Investigador Jose De Carvalho;107;1;4225.07;4225.07;498135.3;498135.3;498135.3;117.9;-8.031323;-34.915546
Rua Inhamuns, 57 - Campo Grande;Campo Grande;Rua Inhamuns;57;1;2648.19;2648.19;408376.81;408376.81;408376.81;154.21;-8.034675;-34.879794
Rua Inhamuns, 266 - Campo Grande;Campo Grande;Rua Inhamuns;266;1;2421.53;2421.53;285741.05;285741.05;285741.05;118.0;-8.034911;-34.881711
Rua Inhamuns, 209 - Campo Grande;Campo Grande;Rua Inhamuns;209;1;2591.6;2591.6;1041021.34;1041021.34;1041021.34;401.69;-8.035094;-34.881176
Rua Industrial Jose Paulo Alimonda, 96 - San Martin;San Martin;Rua Industrial Jose Paulo Alimonda;96;1;3790.43;3790.43;329767.17;329767.17;329767.17;87.0;-8.071898;-34.924604
Rua Industrial Jose Paulo Alimonda, 33 - San Martin;San Martin;Rua Industrial Jose Paulo Alimonda;33;1;3894.08;3894.08;415498.61;415498.61;415498.61;106.7;-8.071898;-34.924604
Rua Imperial, 98 - Sao Jose;Sao Jose;Rua Imperial;98;1;2992.01;2992.01;287232.76;287232.76;287232.76;96.0;-8.07195;-34.882653
Rua Imperial, 962 - Sao Jose;Sao Jose;Rua Imperial;962;1;4559.24;4559.24;487838.7;487838.7;487838.7;107.0;-8.074409;-34.890136
Rua Irakitan, 12 - Jordao;Jordao;Rua Irakitan;12;1;7059.13;7059.13;367074.83;367074.83;367074.83;52.0;-8.136098;-34.941501
Rua Iracema, 503 - Vasco Da Gama;Vasco Da Gama;Rua Iracema;503;1;937.5;937.5;75000.0;75000.0;75000.0;80.0;-8.019202;-34.922436
Rua Ipua, 215 - Afogados;Afogados;Rua Ipua;215;1;3237.09;3237.09;209116.08;209116.08;209116.08;64.6;-8.083914;-34.918759
Rua Ipua, 121 - Afogados;Afogados;Rua Ipua;121;1;2239.16;2239.16;789707.24;789707.24;789707.24;352.68;-8.084181;-34.918389
Rua Ipomeia, 132 - Imbiribeira;Imbiribeira;Rua Ipomeia;132;1;4488.8;4488.8;390525.81;390525.81;390525.81;87.0;-8.108743;-34.909411
Rua Ipojuca, 836 - Areias;Areias;Rua Ipojuca;836;1;1456.13;1456.13;224418.53;224418.53;224418.53;154.12;-8.0994;-34.936429
Rua Ipojuca, 751 - Areias;Areias;Rua Ipojuca;751;1;2008.01;2008.01;682079.24;682079.24;682079.24;339.68;-8.098662;-34.936046
Rua Ipojuca, 558 - Areias;Areias;Rua Ipojuca;558;1;3394.22;3394.22;336808.37;336808.37;336808.37;99.23;-8.096888;-34.936275
Rua Ipojuca, 317 - Areias;Areias;Rua Ipojuca;317;1;4028.99;4028.99;553582.91;553582.91;553582.91;137.4;-8.094711;-34.93591
Rua Ipojuca, 121 - Areias;Areias;Rua Ipojuca;121;1;5001.83;5001.83;857613.05;857613.05;857613.05;171.46;-8.092808;-34.935823
Rua Ipitanga, 13 - Curado;Curado;Rua Ipitanga;13;1;2642.36;2642.36;282732.27;282732.27;282732.27;107.0;-8.083702;-34.955239
Rua Ipiniras, 65 - Cordeiro;Cordeiro;Rua Ipiniras;65;1;3526.91;3526.91;526355.82;526355.82;526355.82;149.24;-8.04817;-34.934445
Rua Ipiniras, 45 - Cordeiro;Cordeiro;Rua Ipiniras;45;1;3375.88;3375.88;748601.66;748601.66;748601.66;221.75;-8.047991;-34.934498
Rua Ipiniras, 44 - Cordeiro;Cordeiro;Rua Ipiniras;44;1;2425.46;2425.46;578400.55;578400.55;578400.55;238.47;-8.048094;-34.934838
Rua Ipiniras, 346 - Cordeiro;Cordeiro;Rua Ipiniras;346;1;5454.5;5454.5;314179.19;314179.19;314179.19;57.6;-8.050035;-34.934299
Rua Cruz E Souza, 165 - Ipsep;Ipsep;Rua Cruz E Souza;165;1;4914.47;4914.47;276684.41;276684.41;276684.41;56.3;-8.115223;-34.921668
Rua Cristianopolis, 60 - Cordeiro;Cordeiro;Rua Cristianopolis;60;1;2052.37;2052.37;538009.27;538009.27;538009.27;262.14;-8.048244;-34.935075
Rua Cristianopolis, 40 - Cordeiro;Cordeiro;Rua Cristianopolis;40;1;6376.18;6376.18;753728.58;753728.58;753728.58;118.21;-8.048075;-34.93512
Rua Irma Maria Da Paz, 65 - Poco;Poco;Rua Irma Maria Da Paz;65;1;11537.26;11537.26;3076065.3;3076065.3;3076065.3;266.62;-8.036641;-34.922975
Rua Irma Maria Argemira, 46 - Vasco Da Gama;Vasco Da Gama;Rua Irma Maria Argemira;46;1;2555.24;2555.24;63242.15;63242.15;63242.15;24.75;-8.019202;-34.922436
Rua Irma Lucia, 24 - Casa Amarela;Casa Amarela;Rua Irma Lucia;24;1;7416.63;7416.63;344131.67;344131.67;344131.67;46.4;-8.028484;-34.920172
Rua Irma Ana Brigida, 73 - Mangueira;Mangueira;Rua Irma Ana Brigida;73;1;908.81;908.81;227320.24;227320.24;227320.24;250.13;-8.075701;-34.919854
Rua Irene Silva Maia, 34 - Jiquia;Jiquia;Rua Irene Silva Maia;34;1;3003.0;3003.0;470450.11;470450.11;470450.11;156.66;-8.086723;-34.924709
Rua Irene Silva Maia, 23 - Jiquia;Jiquia;Rua Irene Silva Maia;23;1;1676.27;1676.27;356709.72;356709.72;356709.72;212.8;-8.086525;-34.924428
Rua Irene Ramos Gomes De Mattos, 48 - Pina;Pina;Rua Irene Ramos Gomes De Mattos;48;1;5372.93;5372.93;2433885.3;2433885.3;2433885.3;452.99;-8.099888;-34.888156
Rua Irene Ramos Gomes De Mattos, 32 - Pina;Pina;Rua Irene Ramos Gomes De Mattos;32;1;4967.38;4967.38;2332481.88;2332481.88;2332481.88;469.56;-8.099781;-34.888107
Rua Irene Ramos Gomes De Mattos, 130 - Pina;Pina;Rua Irene Ramos Gomes De Mattos;130;1;6662.73;6662.73;2210027.51;2210027.51;2210027.51;331.7;-8.100314;-34.888352
Rua Irapua, 303 - Ipsep;Ipsep;Rua Irapua;303;1;3357.1;3357.1;130893.22;130893.22;130893.22;38.99;-8.108539;-34.921749
Rua Irapua, 116 - Ipsep;Ipsep;Rua Irapua;116;1;3692.44;3692.44;649389.39;649389.39;649389.39;175.87;-8.106559;-34.919951
Rua Iramaia, 1176 - Coelhos;Coelhos;Rua Iramaia;1176;1;4167.08;4167.08;1961026.98;1961026.98;1961026.98;470.6;-8.066088;-34.892593
Rua Iramaia, 1156 - Coelhos;Coelhos;Rua Iramaia;1156;1;9782.94;9782.94;1751145.58;1751145.58;1751145.58;179.0;-8.066103;-34.89243
Rua Irakitan, 5 - Jordao;Jordao;Rua Irakitan;5;1;751.14;751.14;34552.34;34552.34;34552.34;46.0;-8.136702;-34.941154
Rua Isaac Markman, 175 - Bongi;Bongi;Rua Isaac Markman;175;1;3848.3;3848.3;804140.21;804140.21;804140.21;208.96;-8.064817;-34.920231
Rua Isaac Markman, 160 - Bongi;Bongi;Rua Isaac Markman;160;1;2923.16;2923.16;946898.54;946898.54;946898.54;323.93;-8.065309;-34.91809
Rua Isaac Buril, 82 - Varzea;Varzea;Rua Isaac Buril;82;1;3350.27;3350.27;886146.43;886146.43;886146.43;264.5;-8.056005;-34.957193
